,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,0,0,3,0,0,0,0,0,0,0,0,0
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,0,0,3,0,0,0,0,0,0,0,0,0
Working Capital Days,-17,-10,-16,-2,-9,-9,-5,-2,-6,-5,2,3
ROCE %,38%,34%,32%,29%,29%,16%,17%,14%,9%,10%,9%,12%
