,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,61,66,66,66,68,65,74,70,68,63,72,70
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,61,66,66,66,68,65,74,70,68,63,72,70
Working Capital Days,15,3,34,38,50,36,44,38,31,34,59,44
ROCE %,36%,36%,33%,30%,30%,32%,32%,35%,37%,40%,40%,38%
