,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"-9,807","-10,731","-9,795","-10,922","-19,580","-27,076","-23,369","4,547","-33,670","-39,480","-68,674","-62,113"
Cash from Investing Activity +,"3,764","3,709",-886,151,-922,"-6,903","-9,948","-3,684","1,445","-13,945","-10,960","-7,987"
Cash from Financing Activity +,"6,521","6,839","11,602","12,513","19,590","34,535","34,479","1,687","32,326","51,016","82,709","70,191"
Net Cash Flow,478,-183,921,"1,742",-911,555,"1,162","2,551",101,"-2,409","3,075",92
