,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Promoters +,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%
FIIs +,0.27%,0.35%,0.49%,0.68%,2.12%,2.76%,2.86%,2.76%,2.60%
DIIs +,15.34%,15.08%,14.91%,13.96%,12.74%,12.38%,12.40%,12.20%,12.35%
Public +,9.39%,9.57%,9.60%,10.35%,10.14%,9.86%,9.73%,10.03%,10.05%
No. of Shareholders,"10,727","13,758","14,922","22,001","27,128","30,552","34,147","33,186","34,809"
