,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Promoters +,74.99%,74.99%,74.99%,74.99%,74.99%,74.99%,74.99%,74.99%,74.99%
FIIs +,2.74%,2.82%,1.90%,1.64%,1.01%,0.22%,0.19%,0.18%,0.16%
DIIs +,6.14%,6.62%,7.14%,6.08%,5.53%,7.52%,8.61%,8.91%,8.91%
Public +,16.13%,15.58%,15.98%,17.30%,18.47%,17.27%,16.20%,15.92%,15.94%
No. of Shareholders,"23,004","22,583","26,624","49,254","84,478","90,567","72,086","69,382","69,934"
