,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,140,-98,"-1,242","-1,980",248,195,952,-139,"1,011","-3,058",-350,"1,215"
Cash from Investing Activity +,4,-606,-380,-314,-157,14,-353,-273,-447,-274,-247,"-1,077"
Cash from Financing Activity +,-90,747,"1,718","2,420",-98,-141,-129,861,282,"3,770","3,306",745
Net Cash Flow,55,44,96,125,-7,68,470,449,845,439,"2,709",882
