,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"14,464","-15,162","-34,495","32,209","-38,390","37,125","30,416","12,633","28,137","22,075","-5,555","44,384"
Cash from Investing Activity +,"-14,166","-7,972","9,211","-12,458","-10,007","-18,674","-9,485","-54,288","-27,112","-32,351","-9,001","-51,215"
Cash from Financing Activity +,"7,785","31,045","22,495","-2,487","41,342","5,643","8,865","7,279","47,894","6,641","22,341","-7,000"
Net Cash Flow,"8,082","7,910","-2,789","17,263","-7,055","24,094","29,795","-34,375","48,919","-3,636","7,785","-13,832"
