TICKER,EXPIRY,CALL TYPE,STRIKE_PRICE,PREVIOUS_PRICE
IIFL,26-Jun-25,CE,450,10.0
IIFL,26-Jun-25,CE,445,11.5
IIFL,26-Jun-25,CE,410,29.0
IIFL,26-Jun-25,CE,470,5.45
IIFL,26-Jun-25,CE,440,13.55
IIFL,26-Jun-25,CE,415,23.6
IIFL,26-Jun-25,CE,420,21.6
IIFL,26-Jun-25,CE,400,36.0
INDIANB,26-Jun-25,CE,610,25.95
INDIANB,26-Jun-25,CE,640,14.3
INDIANB,26-Jun-25,CE,630,17.65
INDIANB,26-Jun-25,CE,600,31.1
INDIANB,26-Jun-25,CE,650,11.5
INDIANB,26-Jun-25,CE,540,74.0
INDIANB,26-Jun-25,CE,700,3.8
INDIANB,26-Jun-25,CE,620,21.4
INDIANB,26-Jun-25,CE,660,9.4
INDIANB,26-Jun-25,CE,680,5.8
INDIANB,26-Jun-25,CE,590,36.45
IRFC,26-Jun-25,CE,130,11.95
IRFC,26-Jun-25,CE,145,4.3
IRFC,26-Jun-25,CE,147,3.5
IRFC,26-Jun-25,CE,127,16.3
IRFC,26-Jun-25,CE,152,2.4
IRFC,26-Jun-25,CE,155,1.9
IRFC,26-Jun-25,CE,150,2.9
IRFC,26-Jun-25,CE,135,8.65
IRFC,26-Jun-25,CE,120,19.9
IRFC,26-Jun-25,CE,160,1.2
IRFC,26-Jun-25,CE,140,6.1
IRFC,26-Jun-25,CE,137,7.5
IRFC,26-Jun-25,CE,125,17.05
IRFC,26-Jun-25,CE,142,5.15
MGL,26-Jun-25,CE,1300,86.4
MGL,26-Jun-25,CE,1560,6.0
MGL,26-Jun-25,CE,1420,28.1
MGL,26-Jun-25,CE,1380,41.9
MGL,26-Jun-25,CE,1400,34.55
MGL,26-Jun-25,CE,1460,17.35
MGL,26-Jun-25,CE,1360,52.05
MGL,26-Jun-25,CE,1200,176.0
MGL,26-Jun-25,CE,1340,62.15
MGL,26-Jun-25,CE,1500,11.05
MUTHOOTFIN,26-Jun-25,CE,2160,51.05
MUTHOOTFIN,26-Jun-25,CE,2440,3.2
MUTHOOTFIN,26-Jun-25,CE,2000,144.0
MUTHOOTFIN,26-Jun-25,CE,2060,97.0
MUTHOOTFIN,26-Jun-25,CE,2340,11.4
MUTHOOTFIN,26-Jun-25,CE,2480,2.85
MUTHOOTFIN,26-Jun-25,CE,2280,20.55
MUTHOOTFIN,26-Jun-25,CE,2260,23.95
MUTHOOTFIN,26-Jun-25,CE,2040,110.0
MUTHOOTFIN,26-Jun-25,CE,2100,75.25
MUTHOOTFIN,26-Jun-25,CE,2200,37.75
MUTHOOTFIN,26-Jun-25,CE,2400,6.5
MUTHOOTFIN,26-Jun-25,CE,2220,32.65
MUTHOOTFIN,26-Jun-25,CE,2520,2.35
MUTHOOTFIN,26-Jun-25,CE,2300,17.3
MUTHOOTFIN,26-Jun-25,CE,2240,28.15
MUTHOOTFIN,26-Jun-25,CE,1900,215.0
MUTHOOTFIN,26-Jun-25,CE,2180,41.95
MUTHOOTFIN,26-Jun-25,CE,2140,57.35
MUTHOOTFIN,26-Jun-25,CE,2500,2.85
MUTHOOTFIN,26-Jun-25,CE,2460,5.15
MUTHOOTFIN,26-Jun-25,CE,2080,84.4
MUTHOOTFIN,26-Jun-25,CE,2320,15.0
MUTHOOTFIN,26-Jun-25,CE,2120,65.3
PERSISTENT,26-Jun-25,CE,5900,113.55
PERSISTENT,26-Jun-25,CE,5300,533.4
PERSISTENT,26-Jun-25,CE,5700,186.35
PERSISTENT,26-Jun-25,CE,6100,143.55
PERSISTENT,26-Jun-25,CE,5500,284.75
PERSISTENT,26-Jun-25,CE,5000,726.0
PERSISTENT,26-Jun-25,CE,6500,22.2
PERSISTENT,26-Jun-25,CE,5200,500.0
PERSISTENT,26-Jun-25,CE,5400,345.8
PERSISTENT,26-Jun-25,CE,5600,230.95
PERSISTENT,26-Jun-25,CE,5800,148.15
PERSISTENT,26-Jun-25,CE,6200,50.15
PERSISTENT,26-Jun-25,CE,6000,87.05
PFC,26-Jun-25,CE,410,17.0
PFC,26-Jun-25,CE,460,2.65
PFC,26-Jun-25,CE,380,36.2
PFC,26-Jun-25,CE,430,8.75
PFC,26-Jun-25,CE,440,5.95
PFC,26-Jun-25,CE,500,0.8
PFC,26-Jun-25,CE,450,4.1
PFC,26-Jun-25,CE,400,22.55
PFC,26-Jun-25,CE,420,12.35
PFC,26-Jun-25,CE,480,1.2
PFC,26-Jun-25,CE,390,28.9
PFC,26-Jun-25,CE,350,67.95
SIEMENS,26-Jun-25,CE,3200,221.95
SIEMENS,26-Jun-25,CE,4000,13.0
SIEMENS,26-Jun-25,CE,3100,291.0
SIEMENS,26-Jun-25,CE,3400,116.8
SIEMENS,26-Jun-25,CE,3700,37.15
SIEMENS,26-Jun-25,CE,3800,25.6
SIEMENS,26-Jun-25,CE,3600,54.6
SIEMENS,26-Jun-25,CE,3000,368.2
SIEMENS,26-Jun-25,CE,3500,80.65
SIEMENS,26-Jun-25,CE,3300,163.0
ASTRAL,26-Jun-25,CE,1680,9.45
ASTRAL,26-Jun-25,CE,1460,88.7
ASTRAL,26-Jun-25,CE,1520,51.5
ASTRAL,26-Jun-25,CE,1300,218.0
ASTRAL,26-Jun-25,CE,1580,26.6
ASTRAL,26-Jun-25,CE,1720,6.8
ASTRAL,26-Jun-25,CE,1440,101.1
ASTRAL,26-Jun-25,CE,1540,42.1
ASTRAL,26-Jun-25,CE,1620,18.4
ASTRAL,26-Jun-25,CE,1500,62.75
ASTRAL,26-Jun-25,CE,1600,21.95
ASTRAL,26-Jun-25,CE,1480,74.1
ASTRAL,26-Jun-25,CE,1640,14.25
ASTRAL,26-Jun-25,CE,1400,133.85
ASTRAL,26-Jun-25,CE,1360,163.85
ASTRAL,26-Jun-25,CE,1560,33.85
AUBANK,26-Jun-25,CE,690,31.75
AUBANK,26-Jun-25,CE,760,6.25
AUBANK,26-Jun-25,CE,695,28.35
AUBANK,26-Jun-25,CE,680,38.2
AUBANK,26-Jun-25,CE,600,103.4
AUBANK,26-Jun-25,CE,710,20.35
AUBANK,26-Jun-25,CE,700,24.7
AUBANK,26-Jun-25,CE,685,42.6
AUBANK,26-Jun-25,CE,705,23.8
AUBANK,26-Jun-25,CE,770,4.8
AUBANK,26-Jun-25,CE,780,3.7
AUBANK,26-Jun-25,CE,715,18.1
AUBANK,26-Jun-25,CE,730,13.2
AUBANK,26-Jun-25,CE,790,2.8
AUBANK,26-Jun-25,CE,750,8.15
AUBANK,26-Jun-25,CE,720,16.5
AUBANK,26-Jun-25,CE,740,10.8
BALKRISIND,26-Jun-25,CE,2400,140.6
BALKRISIND,26-Jun-25,CE,2700,22.0
BALKRISIND,26-Jun-25,CE,2480,89.2
BALKRISIND,26-Jun-25,CE,2540,63.25
BALKRISIND,26-Jun-25,CE,2580,50.0
BALKRISIND,26-Jun-25,CE,2460,102.8
BALKRISIND,26-Jun-25,CE,2800,11.5
BALKRISIND,26-Jun-25,CE,2600,44.15
BALKRISIND,26-Jun-25,CE,2500,80.75
BALKRISIND,26-Jun-25,CE,2520,68.2
BALKRISIND,26-Jun-25,CE,2900,6.2
EICHERMOT,26-Jun-25,CE,5300,188.2
EICHERMOT,26-Jun-25,CE,6000,15.6
EICHERMOT,26-Jun-25,CE,6300,7.0
EICHERMOT,26-Jun-25,CE,4800,585.0
EICHERMOT,26-Jun-25,CE,5600,66.3
EICHERMOT,26-Jun-25,CE,4500,900.0
EICHERMOT,26-Jun-25,CE,5250,239.3
EICHERMOT,26-Jun-25,CE,5650,65.0
EICHERMOT,26-Jun-25,CE,5800,31.2
EICHERMOT,26-Jun-25,CE,5450,117.85
EICHERMOT,26-Jun-25,CE,5400,137.55
EICHERMOT,26-Jun-25,CE,5500,97.15
EICHERMOT,26-Jun-25,CE,5000,410.0
EICHERMOT,26-Jun-25,CE,5700,45.4
EICHERMOT,26-Jun-25,CE,5750,37.0
EICHERMOT,26-Jun-25,CE,5900,21.45
EICHERMOT,26-Jun-25,CE,5350,163.2
HCLTECH,26-Jun-25,CE,1860,3.5
HCLTECH,26-Jun-25,CE,1820,7.0
HCLTECH,26-Jun-25,CE,1600,87.2
HCLTECH,26-Jun-25,CE,1500,169.2
HCLTECH,26-Jun-25,CE,1840,5.1
HCLTECH,26-Jun-25,CE,1660,50.1
HCLTECH,26-Jun-25,CE,1800,9.2
HCLTECH,26-Jun-25,CE,1620,73.3
HCLTECH,26-Jun-25,CE,1540,133.7
HCLTECH,26-Jun-25,CE,1780,11.9
HCLTECH,26-Jun-25,CE,1920,1.55
HCLTECH,26-Jun-25,CE,1680,40.4
HCLTECH,26-Jun-25,CE,1880,2.8
HCLTECH,26-Jun-25,CE,1740,19.8
HCLTECH,26-Jun-25,CE,1700,32.2
HCLTECH,26-Jun-25,CE,1580,101.9
HCLTECH,26-Jun-25,CE,1760,15.3
HCLTECH,26-Jun-25,CE,1720,25.35
HCLTECH,26-Jun-25,CE,1640,61.25
HINDUNILVR,26-Jun-25,CE,2720,1.2
HINDUNILVR,26-Jun-25,CE,2460,15.8
HINDUNILVR,26-Jun-25,CE,2200,158.65
HINDUNILVR,26-Jun-25,CE,2420,25.2
HINDUNILVR,26-Jun-25,CE,2520,7.9
HINDUNILVR,26-Jun-25,CE,2500,9.85
HINDUNILVR,26-Jun-25,CE,2580,3.65
HINDUNILVR,26-Jun-25,CE,2560,4.6
HINDUNILVR,26-Jun-25,CE,2380,38.35
HINDUNILVR,26-Jun-25,CE,2480,12.1
HINDUNILVR,26-Jun-25,CE,2300,81.45
HINDUNILVR,26-Jun-25,CE,2540,6.45
HINDUNILVR,26-Jun-25,CE,2600,2.9
HINDUNILVR,26-Jun-25,CE,2360,46.8
HINDUNILVR,26-Jun-25,CE,2320,69.0
HINDUNILVR,26-Jun-25,CE,2400,31.35
HINDUNILVR,26-Jun-25,CE,2340,56.55
HINDUNILVR,26-Jun-25,CE,2440,19.6
ICICIBANK,26-Jun-25,CE,1200,262.75
ICICIBANK,26-Jun-25,CE,1430,51.0
ICICIBANK,26-Jun-25,CE,1460,32.75
ICICIBANK,26-Jun-25,CE,1560,4.4
ICICIBANK,26-Jun-25,CE,1380,86.0
ICICIBANK,26-Jun-25,CE,1400,72.75
ICICIBANK,26-Jun-25,CE,1530,8.4
ICICIBANK,26-Jun-25,CE,1580,2.85
ICICIBANK,26-Jun-25,CE,1600,1.9
ICICIBANK,26-Jun-25,CE,1500,15.75
ICICIBANK,26-Jun-25,CE,1360,108.75
ICICIBANK,26-Jun-25,CE,1470,27.7
ICICIBANK,26-Jun-25,CE,1490,19.1
ICICIBANK,26-Jun-25,CE,1410,64.95
ICICIBANK,26-Jun-25,CE,1510,12.65
ICICIBANK,26-Jun-25,CE,1440,44.25
ICICIBANK,26-Jun-25,CE,1640,1.15
ICICIBANK,26-Jun-25,CE,1540,6.75
ICICIBANK,26-Jun-25,CE,1340,122.6
ICICIBANK,26-Jun-25,CE,1350,113.7
ICICIBANK,26-Jun-25,CE,1520,10.35
ICICIBANK,26-Jun-25,CE,1570,3.5
ICICIBANK,26-Jun-25,CE,1260,197.0
ICICIBANK,26-Jun-25,CE,1450,38.0
ICICIBANK,26-Jun-25,CE,1480,23.25
ICICIBANK,26-Jun-25,CE,1550,5.4
ICICIBANK,26-Jun-25,CE,1420,57.9
ICICIBANK,26-Jun-25,CE,1370,95.0
ICICIBANK,26-Jun-25,CE,1300,163.0
KEI,26-Jun-25,CE,3600,173.85
KEI,26-Jun-25,CE,4000,43.25
KEI,26-Jun-25,CE,3700,130.25
KEI,26-Jun-25,CE,3900,63.15
KEI,26-Jun-25,CE,3100,530.0
KEI,26-Jun-25,CE,3750,115.5
KEI,26-Jun-25,CE,3500,230.75
KEI,26-Jun-25,CE,3800,93.7
KEI,26-Jun-25,CE,3550,186.95
KEI,26-Jun-25,CE,3650,150.05
KEI,26-Jun-25,CE,3200,464.45
SOLARINDS,26-Jun-25,CE,15500,1083.6
SOLARINDS,26-Jun-25,CE,16500,537.15
SOLARINDS,26-Jun-25,CE,16250,640.3
SOLARINDS,26-Jun-25,CE,14750,1649.05
SOLARINDS,26-Jun-25,CE,15750,920.0
SOLARINDS,26-Jun-25,CE,13000,3100.0
SOLARINDS,26-Jun-25,CE,17500,234.25
SOLARINDS,26-Jun-25,CE,16750,443.0
SOLARINDS,26-Jun-25,CE,14000,2308.9
SOLARINDS,26-Jun-25,CE,14500,1799.2
SOLARINDS,26-Jun-25,CE,16000,765.95
SOLARINDS,26-Jun-25,CE,15000,1437.0
SOLARINDS,26-Jun-25,CE,15250,1272.8
SOLARINDS,26-Jun-25,CE,17000,361.15
SONACOMS,26-Jun-25,CE,570,9.95
SONACOMS,26-Jun-25,CE,580,7.6
SONACOMS,26-Jun-25,CE,530,26.0
SONACOMS,26-Jun-25,CE,550,16.5
SONACOMS,26-Jun-25,CE,560,12.4
SONACOMS,26-Jun-25,CE,590,6.55
SONACOMS,26-Jun-25,CE,540,20.8
SONACOMS,26-Jun-25,CE,500,44.15
SONACOMS,26-Jun-25,CE,620,2.85
SONACOMS,26-Jun-25,CE,600,4.55
SUPREMEIND,26-Jun-25,CE,4500,84.7
SUPREMEIND,26-Jun-25,CE,4150,220.45
SUPREMEIND,26-Jun-25,CE,4100,255.65
SUPREMEIND,26-Jun-25,CE,4700,45.75
SUPREMEIND,26-Jun-25,CE,4600,70.1
SUPREMEIND,26-Jun-25,CE,4400,115.8
SUPREMEIND,26-Jun-25,CE,4000,317.15
SUPREMEIND,26-Jun-25,CE,4350,138.95
SUPREMEIND,26-Jun-25,CE,3600,648.0
SUPREMEIND,26-Jun-25,CE,4200,200.45
SUPREMEIND,26-Jun-25,CE,4250,176.9
SUPREMEIND,26-Jun-25,CE,4300,153.85
SUPREMEIND,26-Jun-25,CE,3900,381.45
TATASTEEL,26-Jun-25,CE,175,1.15
TATASTEEL,26-Jun-25,CE,185,0.4
TATASTEEL,26-Jun-25,CE,115,46.65
TATASTEEL,26-Jun-25,CE,165,3.7
TATASTEEL,26-Jun-25,CE,120,42.0
TATASTEEL,26-Jun-25,CE,130,32.25
TATASTEEL,26-Jun-25,CE,180,0.7
TATASTEEL,26-Jun-25,CE,125,37.0
TATASTEEL,26-Jun-25,CE,177,0.9
TATASTEEL,26-Jun-25,CE,150,13.2
TATASTEEL,26-Jun-25,CE,162,4.8
TATASTEEL,26-Jun-25,CE,172,1.55
TATASTEEL,26-Jun-25,CE,155,9.35
TATASTEEL,26-Jun-25,CE,160,6.05
TATASTEEL,26-Jun-25,CE,157,7.7
TATASTEEL,26-Jun-25,CE,145,17.6
TATASTEEL,26-Jun-25,CE,170,2.1
TATASTEEL,26-Jun-25,CE,135,27.0
TATASTEEL,26-Jun-25,CE,167,2.8
TATASTEEL,26-Jun-25,CE,140,22.15
TATASTEEL,26-Jun-25,CE,190,0.25
TATASTEEL,26-Jun-25,CE,152,11.25
TATATECH,26-Jun-25,CE,770,21.1
TATATECH,26-Jun-25,CE,680,87.0
TATATECH,26-Jun-25,CE,780,17.65
TATATECH,26-Jun-25,CE,810,10.25
TATATECH,26-Jun-25,CE,730,43.0
TATATECH,26-Jun-25,CE,790,14.8
TATATECH,26-Jun-25,CE,710,52.7
TATATECH,26-Jun-25,CE,800,12.3
TATATECH,26-Jun-25,CE,840,6.3
TATATECH,26-Jun-25,CE,760,25.1
TATATECH,26-Jun-25,CE,750,29.5
TATATECH,26-Jun-25,CE,700,61.0
TATATECH,26-Jun-25,CE,860,4.65
TATATECH,26-Jun-25,CE,820,8.55
TATATECH,26-Jun-25,CE,740,34.55
TATATECH,26-Jun-25,CE,690,68.85
ULTRACEMCO,26-Jun-25,CE,11200,360.4
ULTRACEMCO,26-Jun-25,CE,12200,52.25
ULTRACEMCO,26-Jun-25,CE,11300,306.25
ULTRACEMCO,26-Jun-25,CE,11500,216.1
ULTRACEMCO,26-Jun-25,CE,13800,5.55
ULTRACEMCO,26-Jun-25,CE,13200,13.05
ULTRACEMCO,26-Jun-25,CE,11000,480.6
ULTRACEMCO,26-Jun-25,CE,13600,7.65
ULTRACEMCO,26-Jun-25,CE,12000,79.1
ULTRACEMCO,26-Jun-25,CE,12500,29.95
ULTRACEMCO,26-Jun-25,CE,11700,147.1
ULTRACEMCO,26-Jun-25,CE,12700,20.3
ULTRACEMCO,26-Jun-25,CE,11600,178.55
ULTRACEMCO,26-Jun-25,CE,12800,16.7
ULTRACEMCO,26-Jun-25,CE,12100,64.35
ULTRACEMCO,26-Jun-25,CE,12300,42.5
ULTRACEMCO,26-Jun-25,CE,11800,117.8
ULTRACEMCO,26-Jun-25,CE,11400,261.3
ULTRACEMCO,26-Jun-25,CE,13000,12.45
ULTRACEMCO,26-Jun-25,CE,12400,35.8
ULTRACEMCO,26-Jun-25,CE,11900,96.15
ZYDUSLIFE,26-Jun-25,CE,900,45.45
ZYDUSLIFE,26-Jun-25,CE,1000,6.8
ZYDUSLIFE,26-Jun-25,CE,1020,4.25
ZYDUSLIFE,26-Jun-25,CE,960,15.8
ZYDUSLIFE,26-Jun-25,CE,940,23.2
ZYDUSLIFE,26-Jun-25,CE,990,7.85
ZYDUSLIFE,26-Jun-25,CE,980,10.4
ZYDUSLIFE,26-Jun-25,CE,1040,2.7
ZYDUSLIFE,26-Jun-25,CE,970,12.45
ZYDUSLIFE,26-Jun-25,CE,930,27.65
ZYDUSLIFE,26-Jun-25,CE,910,41.0
ZYDUSLIFE,26-Jun-25,CE,950,19.05
ZYDUSLIFE,26-Jun-25,CE,920,32.75
ZYDUSLIFE,26-Jun-25,CE,1060,1.5
BHARTIARTL,26-Jun-25,CE,2120,1.7
BHARTIARTL,26-Jun-25,CE,1900,27.85
BHARTIARTL,26-Jun-25,CE,1860,45.05
BHARTIARTL,26-Jun-25,CE,1940,15.95
BHARTIARTL,26-Jun-25,CE,2080,2.55
BHARTIARTL,26-Jun-25,CE,1980,9.0
BHARTIARTL,26-Jun-25,CE,1840,55.9
BHARTIARTL,26-Jun-25,CE,1880,35.45
BHARTIARTL,26-Jun-25,CE,1920,21.35
BHARTIARTL,26-Jun-25,CE,2000,6.65
BHARTIARTL,26-Jun-25,CE,1600,263.6
BHARTIARTL,26-Jun-25,CE,1820,68.6
BHARTIARTL,26-Jun-25,CE,2160,1.45
BHARTIARTL,26-Jun-25,CE,1960,12.05
BHARTIARTL,26-Jun-25,CE,1560,305.85
BHARTIARTL,26-Jun-25,CE,2020,5.0
BHARTIARTL,26-Jun-25,CE,1640,225.0
BHARTIARTL,26-Jun-25,CE,1700,169.9
BHARTIARTL,26-Jun-25,CE,1760,117.15
BHARTIARTL,26-Jun-25,CE,1800,83.6
BHARTIARTL,26-Jun-25,CE,2040,3.9
BHARTIARTL,26-Jun-25,CE,1780,97.75
BIOCON,26-Jun-25,CE,345,8.8
BIOCON,26-Jun-25,CE,350,6.9
BIOCON,26-Jun-25,CE,325,19.0
BIOCON,26-Jun-25,CE,390,0.85
BIOCON,26-Jun-25,CE,375,1.8
BIOCON,26-Jun-25,CE,300,41.0
BIOCON,26-Jun-25,CE,400,0.7
BIOCON,26-Jun-25,CE,360,4.25
BIOCON,26-Jun-25,CE,340,10.6
BIOCON,26-Jun-25,CE,330,15.65
BIOCON,26-Jun-25,CE,320,22.0
BIOCON,26-Jun-25,CE,335,12.8
BIOCON,26-Jun-25,CE,380,1.55
BIOCON,26-Jun-25,CE,370,2.55
BIOCON,26-Jun-25,CE,365,3.3
BIOCON,26-Jun-25,CE,355,5.5
GODREJCP,26-Jun-25,CE,1350,10.45
GODREJCP,26-Jun-25,CE,1280,28.7
GODREJCP,26-Jun-25,CE,1240,46.5
GODREJCP,26-Jun-25,CE,1270,36.0
GODREJCP,26-Jun-25,CE,1260,35.9
GODREJCP,26-Jun-25,CE,1310,25.0
GODREJCP,26-Jun-25,CE,1300,21.45
GODREJCP,26-Jun-25,CE,1250,52.1
GODREJCP,26-Jun-25,CE,1320,18.7
GODREJCP,26-Jun-25,CE,1460,2.25
GODREJCP,26-Jun-25,CE,1400,4.8
PAGEIND,26-Jun-25,CE,47000,1009.0
PAGEIND,26-Jun-25,CE,48000,645.6
PAGEIND,26-Jun-25,CE,46500,1201.05
PAGEIND,26-Jun-25,CE,47500,852.5
PAGEIND,26-Jun-25,CE,44000,2950.0
PAGEIND,26-Jun-25,CE,46000,1440.15
PIIND,26-Jun-25,CE,3350,495.0
PIIND,26-Jun-25,CE,4300,24.05
PIIND,26-Jun-25,CE,3950,108.4
PIIND,26-Jun-25,CE,4100,58.35
PIIND,26-Jun-25,CE,3600,297.2
PIIND,26-Jun-25,CE,3700,236.05
PIIND,26-Jun-25,CE,4200,37.95
PIIND,26-Jun-25,CE,3900,126.65
PIIND,26-Jun-25,CE,3800,174.05
PIIND,26-Jun-25,CE,3650,230.7
PIIND,26-Jun-25,CE,3750,203.95
PIIND,26-Jun-25,CE,4000,87.45
PIIND,26-Jun-25,CE,3850,149.7
RECLTD,26-Jun-25,CE,400,19.4
RECLTD,26-Jun-25,CE,460,2.1
RECLTD,26-Jun-25,CE,360,48.6
RECLTD,26-Jun-25,CE,470,1.35
RECLTD,26-Jun-25,CE,440,4.95
RECLTD,26-Jun-25,CE,430,7.35
RECLTD,26-Jun-25,CE,420,10.55
RECLTD,26-Jun-25,CE,370,40.15
RECLTD,26-Jun-25,CE,350,58.0
RECLTD,26-Jun-25,CE,340,65.25
RECLTD,26-Jun-25,CE,390,25.3
RECLTD,26-Jun-25,CE,480,0.9
RECLTD,26-Jun-25,CE,500,0.45
RECLTD,26-Jun-25,CE,450,3.3
RECLTD,26-Jun-25,CE,380,32.25
RECLTD,26-Jun-25,CE,320,84.6
RECLTD,26-Jun-25,CE,330,75.0
RECLTD,26-Jun-25,CE,410,14.45
AARTIIND,26-Jun-25,CE,490,15.95
AARTIIND,26-Jun-25,CE,420,64.3
AARTIIND,26-Jun-25,CE,480,20.8
AARTIIND,26-Jun-25,CE,500,12.2
AARTIIND,26-Jun-25,CE,550,2.65
AARTIIND,26-Jun-25,CE,400,81.75
AARTIIND,26-Jun-25,CE,450,39.6
AARTIIND,26-Jun-25,CE,510,9.0
AARTIIND,26-Jun-25,CE,495,13.6
AARTIIND,26-Jun-25,CE,475,23.4
AARTIIND,26-Jun-25,CE,515,7.7
AARTIIND,26-Jun-25,CE,540,3.45
AARTIIND,26-Jun-25,CE,505,13.0
AARTIIND,26-Jun-25,CE,470,26.85
AARTIIND,26-Jun-25,CE,460,33.0
AARTIIND,26-Jun-25,CE,485,18.35
AARTIIND,26-Jun-25,CE,530,5.05
AARTIIND,26-Jun-25,CE,465,30.0
AARTIIND,26-Jun-25,CE,520,6.7
APLAPOLLO,26-Jun-25,CE,1860,52.8
APLAPOLLO,26-Jun-25,CE,1740,123.3
APLAPOLLO,26-Jun-25,CE,1820,76.5
APLAPOLLO,26-Jun-25,CE,1920,33.25
APLAPOLLO,26-Jun-25,CE,1700,157.3
APLAPOLLO,26-Jun-25,CE,2000,15.15
APLAPOLLO,26-Jun-25,CE,1960,22.2
APLAPOLLO,26-Jun-25,CE,1800,85.15
APLAPOLLO,26-Jun-25,CE,1780,100.25
APLAPOLLO,26-Jun-25,CE,1840,63.45
APLAPOLLO,26-Jun-25,CE,2040,11.0
APLAPOLLO,26-Jun-25,CE,1900,38.7
BANKINDIA,26-Jun-25,CE,116,7.75
BANKINDIA,26-Jun-25,CE,110,12.45
BANKINDIA,26-Jun-25,CE,124,3.8
BANKINDIA,26-Jun-25,CE,127,2.8
BANKINDIA,26-Jun-25,CE,117,7.1
BANKINDIA,26-Jun-25,CE,125,3.4
BANKINDIA,26-Jun-25,CE,126,3.1
BANKINDIA,26-Jun-25,CE,115,8.45
BANKINDIA,26-Jun-25,CE,120,5.45
BANKINDIA,26-Jun-25,CE,118,6.4
BANKINDIA,26-Jun-25,CE,121,4.95
BANKINDIA,26-Jun-25,CE,119,6.0
BANKINDIA,26-Jun-25,CE,132,1.75
BANKINDIA,26-Jun-25,CE,130,2.15
BANKINDIA,26-Jun-25,CE,128,2.5
BANKINDIA,26-Jun-25,CE,122,4.6
BANKINDIA,26-Jun-25,CE,112,9.35
CYIENT,26-Jun-25,CE,1440,25.05
CYIENT,26-Jun-25,CE,1400,36.45
CYIENT,26-Jun-25,CE,1480,16.65
CYIENT,26-Jun-25,CE,1300,84.3
CYIENT,26-Jun-25,CE,1380,43.1
CYIENT,26-Jun-25,CE,1360,51.75
CYIENT,26-Jun-25,CE,1340,61.3
IDFCFIRSTB,26-Jun-25,CE,77,0.25
IDFCFIRSTB,26-Jun-25,CE,69,1.95
IDFCFIRSTB,26-Jun-25,CE,63,5.9
IDFCFIRSTB,26-Jun-25,CE,74,0.55
IDFCFIRSTB,26-Jun-25,CE,64,5.05
IDFCFIRSTB,26-Jun-25,CE,70,1.55
IDFCFIRSTB,26-Jun-25,CE,65,4.25
IDFCFIRSTB,26-Jun-25,CE,71,1.2
IDFCFIRSTB,26-Jun-25,CE,68,2.4
IDFCFIRSTB,26-Jun-25,CE,76,0.35
IDFCFIRSTB,26-Jun-25,CE,56,12.35
IDFCFIRSTB,26-Jun-25,CE,75,0.45
IDFCFIRSTB,26-Jun-25,CE,79,0.15
IDFCFIRSTB,26-Jun-25,CE,78,0.2
IDFCFIRSTB,26-Jun-25,CE,67,2.95
IDFCFIRSTB,26-Jun-25,CE,66,3.55
IDFCFIRSTB,26-Jun-25,CE,73,0.75
IDFCFIRSTB,26-Jun-25,CE,72,0.95
IDFCFIRSTB,26-Jun-25,CE,60,8.55
INDIGO,26-Jun-25,CE,6300,7.5
INDIGO,26-Jun-25,CE,4800,608.95
INDIGO,26-Jun-25,CE,5700,61.3
INDIGO,26-Jun-25,CE,4600,769.2
INDIGO,26-Jun-25,CE,5000,414.9
INDIGO,26-Jun-25,CE,5900,30.65
INDIGO,26-Jun-25,CE,5750,53.25
INDIGO,26-Jun-25,CE,5100,342.05
INDIGO,26-Jun-25,CE,4650,700.0
INDIGO,26-Jun-25,CE,5850,37.45
INDIGO,26-Jun-25,CE,6100,15.4
INDIGO,26-Jun-25,CE,5350,182.55
INDIGO,26-Jun-25,CE,6000,21.65
INDIGO,26-Jun-25,CE,5600,85.05
INDIGO,26-Jun-25,CE,5200,264.65
INDIGO,26-Jun-25,CE,5550,100.35
INDIGO,26-Jun-25,CE,5650,74.8
INDIGO,26-Jun-25,CE,5800,42.7
INDIGO,26-Jun-25,CE,5300,209.6
INDIGO,26-Jun-25,CE,5400,158.85
INDIGO,26-Jun-25,CE,4500,882.6
INDIGO,26-Jun-25,CE,5250,236.05
INDIGO,26-Jun-25,CE,5450,136.2
INDIGO,26-Jun-25,CE,6200,11.95
INDIGO,26-Jun-25,CE,5950,24.75
INDIGO,26-Jun-25,CE,5500,118.1
MCX,26-Jun-25,CE,7200,67.95
MCX,26-Jun-25,CE,6900,132.95
MCX,26-Jun-25,CE,6400,335.35
MCX,26-Jun-25,CE,6100,532.15
MCX,26-Jun-25,CE,6600,237.2
MCX,26-Jun-25,CE,6700,195.15
MCX,26-Jun-25,CE,6500,284.15
MCX,26-Jun-25,CE,7000,106.95
MCX,26-Jun-25,CE,6000,603.2
MCX,26-Jun-25,CE,6800,162.9
MCX,26-Jun-25,CE,6300,387.2
MCX,26-Jun-25,CE,6200,465.1
MFSL,26-Jun-25,CE,1500,54.6
MFSL,26-Jun-25,CE,1440,94.0
MFSL,26-Jun-25,CE,1400,125.0
MFSL,26-Jun-25,CE,1520,44.45
MFSL,26-Jun-25,CE,1600,19.45
MFSL,26-Jun-25,CE,1480,65.35
MFSL,26-Jun-25,CE,1560,30.3
MFSL,26-Jun-25,CE,1460,81.45
MFSL,26-Jun-25,CE,1640,11.55
