,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"3,959","5,616","6,686","7,082","3,907","2,196","6,555","6,170","8,985","4,959","12,135","14,072"
Cash from Investing Activity +,"-2,176","-1,502","-3,949","-4,186","-3,104",-310,"-2,225",407,"-5,556","-7,220",-763,"-5,306"
Cash from Financing Activity +,507,"-1,187","-1,889","-2,285","-1,539","-2,731","-5,715","-5,980","-5,193","2,376","-6,710","-7,906"
Net Cash Flow,"2,290","2,927",848,611,-736,-844,"-1,386",596,"-1,765",115,"4,662",860
