,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"4,211","-21,281","-34,435","17,282","17,214","-62,872","-16,869","42,476","-11,960","20,814","19,069","127,242"
Cash from Investing Activity +,"-1,099",-800,-837,"-1,146",-842,"-1,503","-1,403","-1,823","-2,051","-2,992","16,600","-3,851"
Cash from Financing Activity +,"9,270","18,694","37,815","-5,893","57,378","23,131","24,394","-7,321","48,124","23,941","-3,983","-102,478"
Net Cash Flow,"12,382","-3,387","2,542","10,242","73,750","-41,244","6,122","33,332","34,113","41,762","31,687","20,914"
