,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,47,41,75,77,85,77,68,81,75,87,74,70
Inventory Days,154,131,142,161,151,160,177,249,235,191,159,198
Days Payable,157,144,119,127,148,118,105,167,141,132,112,130
Cash Conversion Cycle,45,28,98,111,88,119,140,163,169,147,121,138
Working Capital Days,22,58,81,64,75,90,77,114,112,107,87,127
ROCE %,15%,21%,17%,13%,18%,20%,7%,3%,11%,8%,13%,13%
