,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,55,53,68,66,75,71,62,117,30,20,20,19
Inventory Days,120,104,82,33,20,37,56,,,,,
Days Payable,588,694,466,366,372,639,605,,,,,
Cash Conversion Cycle,-414,-536,-316,-266,-277,-531,-488,117,30,20,20,19
Working Capital Days,-257,-299,-303,-128,-180,-256,-426,-317,-196,-162,-173,0
ROCE %,3%,2%,-1%,7%,4%,5%,6%,1%,5%,4%,6%,7%
