,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,377,564,497,"1,419","1,514",350,739,432,781,"1,356","2,162","2,084"
Cash from Investing Activity +,"-1,246",-102,-377,-354,"-1,825","-1,394",-362,-950,"-2,841","-1,528","-1,859","-2,162"
Cash from Financing Activity +,886,-455,-71,"-1,108",277,"1,053",-287,522,"2,228",132,-299,-47
Net Cash Flow,17,7,50,-43,-33,9,90,3,167,-40,3,-126
