,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,81,51,78,213,253,276,350,276,707,512,702,876
Cash from Investing Activity +,-204,"-1,051",-2,-165,-149,-59,97,"-2,043","-1,177",-358,-852,-818
Cash from Financing Activity +,130,"1,025",-66,-42,-75,-78,-143,"1,880",35,2,120,-127
Net Cash Flow,7,25,11,7,29,138,304,113,-435,156,-29,-69
