,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Cash from Operating Activity +,"1,406","1,279","1,492","2,209","2,376","1,641","1,018","1,714","1,983","2,138","1,632","1,310"
Cash from Investing Activity +,-665,-879,-304,-768,"-1,199",15,-34,-95,"-1,145","-6,132","-6,877","-5,502"
Cash from Financing Activity +,-207,-408,-746,-705,"-1,621","-2,272","-1,107","-1,345","-1,105","3,669","5,559","4,502"
Net Cash Flow,534,-8,442,736,-444,-616,-123,273,-267,-325,314,309
