,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,84,84,80,67,77,73,75,87,98,88,80,45
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,84,84,80,67,77,73,75,87,98,88,80,45
Working Capital Days,47,64,69,67,53,37,60,42,43,40,36,51
ROCE %,45%,32%,27%,23%,24%,25%,22%,23%,26%,22%,12%,20%
