,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Debtor Days,78,73,195,147,83,47,38,101,77,87,34,24
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,78,73,195,147,83,47,38,101,77,87,34,24
Working Capital Days,-56,-67,104,120,40,3,61,39,-0,-105,-301,-337
ROCE %,,12%,18%,13%,14%,13%,16%,15%,15%,9%,9%,5%
