,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"9,825","8,353","10,028","11,531","13,218","14,841","17,003","23,224","23,885","22,467","25,210","35,694"
Cash from Investing Activity +,"-2,563",999,-885,"-14,664","4,533",-632,-331,"-7,373","-6,485","-1,071","-5,093","-1,864"
Cash from Financing Activity +,"-3,144","-4,935","-6,813","-6,939","-20,505","-14,512","-17,591","-9,786","-24,642","-26,695","-17,504","-24,161"
Net Cash Flow,"4,118","4,417","2,330","-10,072","-2,754",-303,-919,"6,065","-7,242","-5,299","2,613","9,669"
