,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,602,984,"1,072",847,750,820,"1,173","1,339",908,"1,448","2,083","1,764"
Cash from Investing Activity +,"-1,230",-435,-552,-563,-92,-636,-678,"-1,173","-1,897","-1,783","-1,475","-1,479"
Cash from Financing Activity +,365,-130,-625,-589,-654,-165,-495,-158,980,359,-602,-279
Net Cash Flow,-263,419,-105,-306,4,20,1,8,-9,23,5,6
