,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,281,312,254,286,421,432,352,736,845,956,"1,221","1,157"
Cash from Investing Activity +,-198,-230,-86,-222,-337,-233,-6,-540,-971,-383,-432,-434
Cash from Financing Activity +,-50,-66,-127,-58,-96,-160,-329,-144,182,-404,-594,-628
Net Cash Flow,33,16,41,6,-12,39,16,52,56,169,196,94
