,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"1,461",86,18,915,263,526,"1,862","4,150","2,078",591,"1,428","2,464"
Cash from Investing Activity +,-81,-216,-61,-79,38,-597,-220,"-1,245","-1,622",640,"-1,333","-2,638"
Cash from Financing Activity +,"-1,344",-64,8,-864,-1,-244,"-1,723","-2,263",-443,-543,-363,-698
Net Cash Flow,35,-194,-34,-28,300,-314,-82,642,14,688,-269,-872
