,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"9,588","20,742","11,119","9,041","11,068","10,157","7,881","23,455","20,336","12,466","35,936","23,678"
Cash from Investing Activity +,"-6,881","-10,536","-9,233","-15,274","-7,066","-10,451","-11,135","-2,474","-8,138","-7,806","-10,521","-19,180"
Cash from Financing Activity +,"-3,736","-9,792","-1,332","4,804","-4,218",207,"3,583","-13,981","-17,672","-4,402","-25,427","-6,241"
Net Cash Flow,"-1,029",414,555,"-1,429",-215,-87,329,"7,000","-5,474",257,-12,"-1,743"
