,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,958,554,966,"5,115","1,452","1,419","1,180","1,308","1,038","3,096","4,818","4,718"
Cash from Investing Activity +,-136,-1,"1,053",-30,-194,-192,-186,-152,-985,"-2,480","-3,229","-3,439"
Cash from Financing Activity +,-891,-580,"-1,972","-5,106","-1,257","-1,237",-991,"-1,119",101,-386,-829,"-1,882"
Net Cash Flow,-69,-28,47,-21,1,-11,4,37,154,229,760,-603
