,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,34,31,33,36,36,34,34,43,41,32,29,30
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,34,31,33,36,36,34,34,43,41,32,29,30
Working Capital Days,-25,-31,9,-13,-11,-7,-23,-21,12,14,14,26
ROCE %,6%,11%,15%,10%,13%,12%,13%,13%,13%,18%,15%,17%
