,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,31,28,33,32,35,34,35,24,25,21,22,18
Inventory Days,174,176,164,168,143,146,115,132,132,144,140,130
Days Payable,88,82,68,85,70,61,64,95,111,125,136,127
Cash Conversion Cycle,117,122,128,114,108,120,87,61,45,40,25,21
Working Capital Days,82,75,86,72,81,88,63,48,58,49,33,42
ROCE %,9%,9%,4%,9%,9%,8%,9%,8%,9%,9%,11%,9%
