,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,-569,"1,434","2,260",-61,-687,"1,514","2,570","5,093","4,207","1,199","4,659",587
Cash from Investing Activity +,759,-839,"-1,470","3,115",-6,-896,-649,"-2,595","-4,872","2,708","-5,924",617
Cash from Financing Activity +,-213,-209,-318,"-2,857","-1,202",-663,"-1,061","-1,076","-1,078","-1,262","-1,475","-1,696"
Net Cash Flow,-23,386,472,197,"-1,895",-45,861,"1,422","-1,742","2,645","-2,739",-493
