,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"1,098","1,047","1,187","1,227","1,092","1,499","1,614","2,115","1,802","1,488","2,013","1,987"
Cash from Investing Activity +,-104,-876,-730,-807,-541,338,-517,"-1,404","-1,273",-583,-971,-449
Cash from Financing Activity +,-804,-417,-374,-339,-577,"-1,888","-1,043",-613,-490,"-1,035","-1,161","-1,405"
Net Cash Flow,190,-245,82,81,-27,-51,54,97,38,-130,-119,132
