,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"16,531","14,889","24,125","20,167","19,670","18,686","23,890","32,444","41,788","47,152","40,785","50,436"
Cash from Investing Activity +,"-15,509","-15,977","-19,162","-24,480","-20,678","-24,063","-29,628","-21,034","-22,891","-26,145","-32,141","-45,800"
Cash from Financing Activity +,"-2,709","-1,474","-3,899","3,138","1,028","4,927","6,004","-11,049","-19,172","-21,217","-8,246","-4,073"
Net Cash Flow,"-1,687","-2,563","1,064","-1,176",19,-451,266,360,-274,-210,398,563
