,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,198,222,433,455,730,807,"1,280","1,375","1,372","2,630","2,746","2,463"
Cash from Investing Activity +,-270,-474,-633,"-2,482",464,-958,"-4,657","-1,110","-1,289","-2,313","-2,468","-2,185"
Cash from Financing Activity +,65,234,196,"2,025","-1,159",209,"3,357",-180,-179,-205,-148,-259
Net Cash Flow,-7,-17,-3,-1,34,57,-19,86,-96,112,130,18
