,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Promoters +,81.28%,86.40%,91.20%,92.39%,89.78%,93.08%,93.08%,93.08%,89.27%
FIIs +,0.25%,0.21%,0.25%,0.20%,0.06%,0.11%,0.19%,0.17%,1.27%
DIIs +,14.22%,10.36%,6.68%,4.47%,4.25%,2.76%,2.86%,2.80%,5.87%
Public +,4.25%,3.03%,1.86%,2.94%,5.91%,4.05%,3.85%,3.95%,3.59%
No. of Shareholders,"1,39,332","1,33,337","1,39,893","1,73,416","3,31,719","3,68,939","4,15,792","6,43,550","6,79,105"
