,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"1,132","3,057","2,381","4,063","5,608","6,029","7,402","7,556","10,420","11,900","15,018","17,226"
Cash from Investing Activity +,"-2,510","-2,485","-4,153","-2,629","-3,846","-4,368",-749,"-14,064","-5,493","-16,716","-6,768","-9,787"
Cash from Financing Activity +,772,-237,"2,170","-1,325","-1,889","2,313","-4,256","3,514",-586,"-2,734","-7,800","-6,916"
Net Cash Flow,-606,335,398,109,-127,"3,975","2,397","-2,994","4,341","-7,550",450,523
