,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,31,42,41,40,37,45,68,92,77,62,68,67
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,31,42,41,40,37,45,68,92,77,62,68,67
Working Capital Days,-16,-44,-32,-38,-16,-43,18,34,14,26,47,53
ROCE %,11%,8%,7%,9%,9%,7%,10%,9%,9%,10%,10%,11%
