,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025
Promoters +,74.63%,74.63%,74.62%,65.75%,65.75%,65.75%,65.69%,65.69%,65.69%,63.48%,63.48%,63.44%
FIIs +,0.24%,0.32%,0.20%,0.19%,0.14%,0.25%,0.32%,0.68%,1.10%,1.95%,1.97%,2.10%
DIIs +,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.06%,0.07%,1.26%,1.75%,1.93%
Public +,25.10%,25.01%,25.16%,34.05%,34.09%,33.98%,33.88%,33.51%,33.09%,33.28%,32.78%,32.49%
Others +,0.03%,0.03%,0.01%,0.00%,0.00%,0.00%,0.08%,0.04%,0.02%,0.03%,0.01%,0.03%
No. of Shareholders,"21,011","21,081","20,970","21,745","22,770","29,844","31,607","33,891","37,806","62,762","1,14,240","1,20,648"
