,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"1,197","5,158","-1,557","3,431","-5,051","7,873","3,731","11,179","-7,774",489,"6,431","8,801"
Cash from Investing Activity +,-737,"-1,364","1,990","-2,384","-1,579","-3,378","-4,688","-3,913",901,"-9,860","-8,912","-3,794"
Cash from Financing Activity +,349,"-3,544",205,985,"8,371","-3,637","3,661",-208,"8,193","6,038","3,871","7,401"
Net Cash Flow,808,250,639,"2,032","1,741",858,"2,704","7,058","1,320","-3,332","1,390","12,408"
