,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,422,418,116,741,356,210,"1,082","1,656","1,516","1,461","1,937","2,057"
Cash from Investing Activity +,-1,-207,145,145,-31,53,-622,-346,"-1,317",-834,"-1,911","-2,354"
Cash from Financing Activity +,-363,-392,-282,-816,-30,-224,-308,-426,-995,-714,256,453
Net Cash Flow,57,-182,-21,70,294,39,152,884,-796,-87,281,156
