,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,27,20,21,18,26,19,19,13,13,10,12,16
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,27,20,21,18,26,19,19,13,13,10,12,16
Working Capital Days,-105,-172,-139,-150,-200,-189,-257,-172,-154,-155,-161,-161
ROCE %,10%,11%,13%,10%,7%,3%,5%,7%,11%,12%,13%,15%
