,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,39,35,43,38,37,27,21,22,18,12,10,9
Inventory Days,156,165,180,230,224,190,197,213,213,175,176,171
Days Payable,133,126,167,172,161,130,136,166,161,122,127,113
Cash Conversion Cycle,62,74,56,96,99,87,82,69,71,66,59,67
Working Capital Days,-3,19,10,27,16,7,12,-33,4,-0,-10,-13
ROCE %,10%,1%,1%,6%,12%,14%,6%,12%,31%,13%,7%,9%
