,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,25,26,22,25,29,26,24,51,30,28,26,28
Inventory Days,87,85,80,81,83,73,92,236,143,84,82,64
Days Payable,292,273,286,294,330,294,383,807,550,368,364,273
Cash Conversion Cycle,-179,-162,-184,-189,-217,-195,-268,-520,-376,-256,-257,-180
Working Capital Days,-126,-63,-157,-112,-68,-109,-81,-220,-88,-51,-47,4
ROCE %,4%,4%,5%,5%,6%,8%,7%,-6%,1%,13%,15%,18%
