,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Debtor Days,1,0,0,0,0,0,0,4,5,8,5,0
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,1,0,0,0,0,0,0,4,5,8,5,0
Working Capital Days,-427,-323,-278,-48,31,120,299,78,67,160,172,11
ROCE %,3%,4%,4%,3%,4%,13%,12%,11%,10%,9%,10%,13%
