,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,156,166,89,250,118,741,"1,284","1,122","1,459"
Cash from Investing Activity +,-104,-124,-17,-127,206,-764,-102,"-1,253","-1,632"
Cash from Financing Activity +,-48,-48,-74,144,191,-294,-289,-264,-164
Net Cash Flow,4,-6,-2,267,516,-317,893,-394,-336
