,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"1,970","2,524","3,263","2,144","1,803","2,870","2,984","3,570","2,811","5,888","4,543","4,643"
Cash from Investing Activity +,"-1,604","-2,370","-1,610","-1,890","-1,483",-769,-495,"-2,255","-2,565","-4,109","-4,034","-5,102"
Cash from Financing Activity +,-24,-433,"-1,700",-369,-444,"-2,133","-2,516",-30,-242,"-2,686",-376,"1,186"
Net Cash Flow,342,-280,-47,-114,-124,-31,-27,"1,286",3,-907,133,726
