,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"-22,473","-21,455","-13,298","1,795","-57,148","-80,252","-42,148","-59,143","4,904","-74,717","-97,820","-92,269"
Cash from Investing Activity +,9,-491,"-1,973",-667,"1,409","-13,463",-73,"1,741",-547,"-1,694","-3,409","-2,312"
Cash from Financing Activity +,"17,671","26,916","10,383","1,950","52,018","93,616","43,399","60,424","-8,371","75,537","101,261","94,258"
Net Cash Flow,"-4,793","4,970","-4,888","3,079","-3,720",-98,"1,179","3,023","-4,014",-874,32,-323
