,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"1,116","1,027",847,"1,860","1,723","1,729","1,588","2,030","1,451","2,151","2,070","2,577"
Cash from Investing Activity +,-494,"-1,236",-622,"-2,243",-336,274,-552,-292,-844,"-1,754","-3,435",-344
Cash from Financing Activity +,-620,-12,-202,665,"-1,384","-2,039","-1,295","-1,816",-380,-794,"1,406","-2,182"
Net Cash Flow,1,-221,23,282,3,-36,-259,-79,227,-398,41,52
