,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"-2,382",523,"3,634","4,130","5,690","11,377","8,596","7,314","1,831",89,"-7,315","-9,413"
Cash from Investing Activity +,"6,012","-1,822",27,-696,"-5,389","-7,559","-10,797","-5,084",-816,"-1,145","7,420","6,875"
Cash from Financing Activity +,"-1,091",-966,"-1,442",-994,"-1,188",-843,-405,"1,205",-319,-112,-88,"1,422"
Net Cash Flow,"2,539","-2,264","2,219","2,439",-887,"2,975","-2,606","3,434",696,"-1,168",17,"-1,116"
