,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,,"1,255",30,24,24,36,32,37,35,39,34,65
Inventory Days,,,,,,,,,,,,167
Days Payable,,,,,,,,,,,,790
Cash Conversion Cycle,,"1,255",30,24,24,36,32,37,35,39,34,-558
Working Capital Days,,"-1,768",1,-9,-22,-94,54,-5,-30,1,19,50
ROCE %,,1%,13%,12%,17%,10%,11%,11%,10%,10%,9%,10%
