,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,260,309,321,283,178,142,121,85,52,49,73,76
Inventory Days,195,270,272,200,191,218,321,333,274,261,253,191
Days Payable,174,239,240,225,301,297,300,281,291,345,275,185
Cash Conversion Cycle,281,340,353,258,68,63,142,137,35,-35,51,82
Working Capital Days,158,193,209,162,121,130,157,146,84,79,194,203
ROCE %,15%,6%,-2%,3%,5%,7%,-0%,-10%,3%,4%,3%,4%
