,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,33,32,30,35,38,36,32,44,49,49,50,46
Inventory Days,121,123,108,138,117,119,127,134,142,121,122,126
Days Payable,102,84,84,101,95,90,80,119,96,71,79,72
Cash Conversion Cycle,52,70,54,72,60,65,79,59,94,99,93,100
Working Capital Days,11,20,21,35,32,30,43,46,69,66,62,97
ROCE %,45%,42%,42%,38%,36%,33%,33%,34%,29%,34%,38%,26%
