,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"-7,143","-1,365","-3,240","6,655","-10,031","-4,756","6,694","23,074","19,164","22,777","18,266","9,161"
Cash from Investing Activity +,"-5,510","-4,778","-4,627","-9,796","3,914","-11,023","-8,408","-5,750","-3,585","-8,048","2,179","-15,518"
Cash from Financing Activity +,"13,136","7,903","7,253","2,896","9,370","15,440","6,372","-15,274","-15,181","-11,572","-25,413","6,557"
Net Cash Flow,483,"1,759",-613,-245,"3,254",-338,"4,658","2,049",397,"3,156","-4,968",200
