,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"42,233","17,838","-10,011","17,865","-59,692","-1,449","18,531",-887,"6,210","-21,354","-6,274","34,892"
Cash from Investing Activity +,-730,-556,"-4,005",-551,-414,"-2,537",-139,-471,"-3,645","-1,096","-1,285","-6,494"
Cash from Financing Activity +,"5,151",-6,-616,-198,"3,413","4,449","14,729",-986,-998,"-5,405","5,476","3,790"
Net Cash Flow,"46,654","17,276","-14,632","17,116","-56,692",462,"33,120","-2,344","1,567","-27,855","-2,084","32,188"
