,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,-46,-10,109,102,77,21,361,285,58,595,"1,349","1,661"
Cash from Investing Activity +,-48,-306,-98,-44,-4,-37,-809,18,56,-103,-508,-924
Cash from Financing Activity +,-50,310,-13,-51,-74,37,452,-283,-108,-491,-629,-694
Net Cash Flow,-145,-6,-2,7,-1,21,5,20,6,1,211,44
