,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"-17,244","-23,898","-13,278","6,805","-32,510","-35,866","-32,712","-43,512",-819,"-37,360","-57,723","-39,064"
Cash from Investing Activity +,136,151,-756,-101,46,457,121,861,-287,-943,"-1,831","-1,302"
Cash from Financing Activity +,"16,815","23,098","15,291","-3,947","28,244","35,543","33,926","42,113",68,"38,123","59,588","40,034"
Net Cash Flow,-293,-649,"1,257","2,757","-4,220",134,"1,336",-538,"-1,038",-180,34,-332
