,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,131,140,120,97,94,81,83,86,92,115,57,92
Inventory Days,191,247,249,299,244,244,211,230,208,203,208,254
Days Payable,279,379,308,243,225,241,210,226,190,172,210,216
Cash Conversion Cycle,43,8,61,152,113,85,84,90,110,147,56,129
Working Capital Days,83,66,89,133,111,76,69,96,100,159,32,93
ROCE %,15%,16%,19%,21%,15%,15%,14%,15%,16%,10%,12%,19%
