,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,6,12,6,4,2,2,3,2,7,2,2,2
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,6,12,6,4,2,2,3,2,7,2,2,2
Working Capital Days,-138,-151,242,185,-27,218,33,588,355,162,137,318
ROCE %,16%,2%,12%,3%,15%,4%,-13%,4%,23%,3%,4%,5%
