,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,56,46,61,54,64,66,69,56,56,56,65,63
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,56,46,61,54,64,66,69,56,56,56,65,63
Working Capital Days,-88,-124,-93,-73,-86,-71,-94,-59,-56,-61,-52,-26
ROCE %,4%,8%,7%,23%,8%,8%,9%,18%,22%,24%,18%,15%
