,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Promoters +,72.50%,72.49%,67.70%,67.70%,67.70%,67.70%,67.71%,67.71%,67.71%
FIIs +,25.35%,21.98%,25.38%,24.91%,24.85%,20.26%,17.77%,16.96%,19.96%
DIIs +,0.58%,3.06%,4.39%,5.52%,4.87%,9.09%,12.11%,12.83%,10.19%
Public +,1.57%,2.47%,2.53%,1.86%,2.57%,2.94%,2.42%,2.49%,2.12%
No. of Shareholders,"14,686","24,075","27,016","23,485","32,573","70,940","64,340","73,159","1,07,035"
