,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,310,414,595,394,422,611,725,796,566,976,"1,591","1,269"
Cash from Investing Activity +,-301,-184,-259,-308,-183,-379,-223,-457,-521,-600,-398,-650
Cash from Financing Activity +,-52,-198,-368,-82,-200,-259,-479,-282,-78,-363,"-1,069",-606
Net Cash Flow,-43,32,-32,4,38,-27,22,57,-33,13,124,14
