,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,28,28,28,31,34,30,34,30,26,21,20,19
Inventory Days,68,72,74,64,64,74,106,91,82,83,81,78
Days Payable,96,97,108,107,125,127,142,147,134,118,112,118
Cash Conversion Cycle,0,3,-6,-11,-27,-23,-3,-26,-27,-13,-11,-21
Working Capital Days,30,31,31,42,37,23,29,15,95,89,87,132
ROCE %,14%,11%,13%,12%,13%,12%,7%,8%,11%,13%,14%,14%
