,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,109,39,39,38,45,45,34,35,68,67,67,73
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,109,39,39,38,45,45,34,35,68,67,67,73
Working Capital Days,22,3,28,44,42,44,29,34,29,25,16,57
ROCE %,8%,16%,15%,18%,19%,24%,26%,25%,27%,29%,24%,22%
