,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,63,49,41,50,44,53,45,55,53,44,54,54
Inventory Days,114,110,105,126,115,113,119,133,129,112,127,111
Days Payable,120,83,112,122,126,127,110,144,126,110,120,111
Cash Conversion Cycle,56,75,34,54,34,38,54,45,55,46,61,55
Working Capital Days,48,29,16,26,34,41,12,48,54,45,57,75
ROCE %,8%,11%,14%,14%,11%,14%,14%,18%,24%,22%,13%,12%
