,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"3,734","3,999","2,502","2,109","3,376","4,002","2,126","7,266","6,942","1,838","7,395",
Cash from Investing Activity +,"3,444",-517,"3,645","5,171","-1,865",-789,-313,"-4,316","-3,214",202,"-6,076",
Cash from Financing Activity +,"-5,801","-3,449","-6,290","-7,249","-1,557","-3,201","-1,753","-2,591","-4,067","-2,067","-1,302",
Net Cash Flow,"1,376",33,-144,31,-46,11,60,359,-339,-28,16,
