,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Cash from Operating Activity +,443,373,470,597,623,537,905,"1,293","1,265","1,696","1,377","1,920"
Cash from Investing Activity +,-733,-356,-759,-888,"-1,152",-405,-711,-289,-880,-747,-857,"-1,537"
Cash from Financing Activity +,373,-63,392,330,477,-108,-215,-910,-340,-792,-633,-311
Net Cash Flow,83,-46,103,39,-52,24,-20,94,44,158,-113,72
