,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Cash from Operating Activity +,"16,906","4,814","14,167","21,938","-1,742","-33,532","-12,793","30,950","20,032","22,592","-27,939","22,075"
Cash from Investing Activity +,-302,-872,"-1,352",159,392,-629,-338,-787,"-1,204",-732,"-1,506","-1,578"
Cash from Financing Activity +,"2,129","7,451","5,975","-9,767","7,460","13,969","13,591","5,415","2,032","1,275","3,518","-1,138"
Net Cash Flow,"18,733","11,393","18,790","12,330","6,109","-20,192",460,"35,579","20,859","23,135","-25,928","19,359"
