,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025
Revenue +,"1,579","1,629","1,771","1,851","1,969","1,959","2,027","2,113","2,201","2,278","2,234","2,243","2,258"
Interest,922,942,968,"1,016","1,109","1,144","1,204","1,285","1,367","1,375","1,401","1,450","1,478"
Expenses +,629,771,471,672,823,689,670,758,938,664,674,743,858
Financing Profit,27,-83,331,162,37,126,153,70,-104,239,159,50,-77
Financing Margin %,2%,-5%,19%,9%,2%,6%,8%,3%,-5%,11%,7%,2%,-3%
Other Income +,257,133,260,205,395,324,250,326,419,279,270,299,422
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,284,50,592,367,432,450,402,396,315,518,429,349,344
Tax %,54%,-129%,30%,18%,18%,18%,18%,16%,13%,23%,22%,19%,27%
Net Profit +,130,114,411,301,354,371,330,331,274,400,336,284,253
EPS in Rs,4.18,3.66,13.22,9.64,11.32,11.87,10.56,9.55,7.27,10.61,8.90,7.50,6.68
Gross NPA %,3.90%,4.03%,3.36%,3.28%,3.74%,3.68%,3.47%,3.64%,3.53%,3.54%,3.21%,3.11%,3.08%
Net NPA %,2.42%,2.16%,1.72%,1.66%,1.70%,1.43%,1.36%,1.55%,1.58%,1.66%,1.46%,1.39%,1.31%
Raw PDF,,,,,,,,,,,,,
