Ticker,Company Type,QOQ Net Profit (Adjusted),QOQ Actual Income (Adjusted),QOQ Net Profit (Raw),QOQ Actual Income (Raw),QOQ Net Profit Ascending (Adjusted),QOQ Actual Income Ascending (Adjusted),QOQ Net Profit Ascending (Raw),QOQ Actual Income Ascending (Raw),Same Quarter Net Profit (Adjusted),Same Quarter Net Profit (Raw),YOY Net Profit (Adjusted),YOY Actual Income (Adjusted),YOY Net Profit (Raw),YOY Actual Income (Raw),YOY Net Profit Ascending (Adjusted),YOY Actual Income Ascending (Adjusted),YOY Net Profit Ascending (Raw),YOY Actual Income Ascending (Raw),Error
PNBHOUSING,Finance,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,N/A,N/A,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,None
HPL,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
WESTLIFE,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
LAOPALA,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
AKUMS,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
LUPIN,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
SBFC,Finance,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,None
SYRMA,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
NAUKRI,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
J&KBANK,Finance,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,N/A,N/A,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,None
ZYDUSLIFE,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
ABSLAMC,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
EIHOTEL,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
REDINGTON,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
GAEL,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
OWAIS,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,PASS,PASS,None
TATACHEM,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
GICRE,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
GLAND,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
ANANDRATHI,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
CEIGALL,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
GREENPLY,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
LT,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
JYOTISTRUC,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
AHL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No financial data tables with valid data found for ticker AHL
MANKIND,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
GALLANTT,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
SARDAEN,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
SPECTRUM,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,PASS,PASS,None
GSPL,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
JISLJALEQS,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
SBGLP,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
PETRONET,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
MAHLIFE,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
ECLERX,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
GNFC,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
HAVELLS,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
POLYMED,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
CAMS,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
JKLAKSHMI,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
JSWHL,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
DLF,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
EMBDL,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
HYUNDAI,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
LICHSGFIN,Finance,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,N/A,N/A,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,None
TANLA,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
SUMMITSEC,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
HNDFDS,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,PASS,PASS,None
PRUDENT,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,PASS,PASS,None
NAM-INDIA,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
MFSL,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
SAGILITY,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,PASS,PASS,None
INOXGREEN,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
TEGA,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
TORNTPOWER,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
PRSMJOHNSN,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
LMW,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
VARROC,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
ARVINDFASN,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
INDOCO,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
BANSALWIRE,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,PASS,PASS,None
ACE,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
BIKAJI,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
GSFC,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
NIITLTD,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
KAYNES,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,PASS,PASS,None
AUBANK,Non-Finance,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,PASS,PASS,None
M&MFIN,Finance,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,N/A,N/A,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,None
RTNINDIA,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
RUSTOMJEE,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
MEDPLUS,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
SANATHAN,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
NUVAMA,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
HONDAPOWER,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
CARRARO,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,PASS,PASS,None
ABREL,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
PAISALO,Finance,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,N/A,N/A,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,None
CARERATING,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
NEWGEN,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
INDOTECH,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
SUNPHARMA,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
DBREALTY,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
DOMS,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,PASS,PASS,None
MANGLMCEM,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
HINDWAREAP,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
BATAINDIA,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
GODREJCP,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
SAMMAANCAP,Finance,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,N/A,N/A,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,None
SERVOTECH,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,PASS,PASS,None
SUNDRMFAST,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
DPABHUSHAN,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,PASS,PASS,None
MRPL,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
MINDACORP,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
PARKHOTELS,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
VENKEYS,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
SAPPHIRE,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
GABRIEL,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None
HINDZINC,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
NATIONALUM,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
PGEL,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,PASS,PASS,None
MAPMYINDIA,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,PASS,PASS,None
BANKBARODA,Finance,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,N/A,N/A,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,None
RBA,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
HINDCOPPER,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
WELCORP,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
ENDURANCE,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
CENTUM,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
SESHAPAPER,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
CAPLIPOINT,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,PASS,PASS,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,PASS,PASS,None
STANLEY,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
BECTORFOOD,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
SKIPPER,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
EMSLIMITED,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,PASS,PASS,None
AEROFLEX,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,PASS,PASS,None
HINDOILEXP,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
GOPAL,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
IKIO,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
ABDL,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
WIPRO,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
FLAIR,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
AXISBANK,Finance,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,N/A,N/A,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,None
HUHTAMAKI,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,PASS,PASS,None
MAHSCOOTER,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
KEI,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,PASS,PASS,None
TIINDIA,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
JKIL,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,PASS,PASS,None
INDUSTOWER,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
INDGN,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,PASS,PASS,None
NUVOCO,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
YATHARTH,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
AARTIPHARM,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,PASS,PASS,None
ISGEC,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
SASKEN,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
USHAMART,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
KICL,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
LUMAXTECH,Non-Finance,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
THANGAMAYL,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
NIACL,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
IGL,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
INFIBEAM,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,N/A,N/A,FAIL,FAIL,None
ATFL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No financial data tables with valid data found for ticker ATFL
BRITANNIA,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
SEPC,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
BAJFINANCE,Finance,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,N/A,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,None
NETWORK18,Non-Finance,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,N/A,N/A,N/A,N/A,FAIL,FAIL,N/A,N/A,FAIL,FAIL,None
